name: e6f13bb4-cd76-473b-a62a-b49811e25258
token, class_id, token_value, token_tf, token_df
айпонт, @default_class, 6.88634099788e-05, 2.0, 1.0
должный, @default_class, 6.88634099788e-05, 2.0, 1.0
ехо, @default_class, 6.88634099788e-05, 2.0, 1.0
меланоцит, @default_class, 6.88634099788e-05, 2.0, 1.0
полтора, @default_class, 6.88634099788e-05, 2.0, 1.0
активный, @default_class, 0.0051647555083, 150.0, 56.0
приниматься, @default_class, 0.000137726819958, 4.0, 1.0
разбирать, @default_class, 6.88634099788e-05, 2.0, 1.0
весь, @default_class, 0.000723065808415, 21.0, 10.0
летний, @default_class, 0.000723065808415, 21.0, 6.0
увлажнитель, @default_class, 0.000826360890642, 24.0, 9.0
уменьшать, @default_class, 0.00151499500498, 44.0, 20.0
порядок, @default_class, 0.000275453639915, 8.0, 3.0
правило, @default_class, 0.000964087725151, 28.0, 13.0
порошок, @default_class, 0.000585338973906, 17.0, 5.0
определенный, @default_class, 6.88634099788e-05, 2.0, 1.0
сразу, @default_class, 0.000619770667981, 18.0, 7.0
эхо, @default_class, 6.88634099788e-05, 2.0, 1.0
глаз, @default_class, 0.00612884340808, 178.0, 56.0
самый, @default_class, 0.00189374375623, 55.0, 25.0
голова, @default_class, 0.00068863411434, 20.0, 7.0
неудача, @default_class, 6.88634099788e-05, 2.0, 1.0
еда, @default_class, 0.000172158528585, 5.0, 2.0
инструкция, @default_class, 6.88634099788e-05, 2.0, 1.0
приналегать, @default_class, 6.88634099788e-05, 2.0, 1.0
нейти, @default_class, 6.88634099788e-05, 2.0, 1.0
накопление, @default_class, 0.000619770667981, 18.0, 9.0
ненужный, @default_class, 6.88634099788e-05, 2.0, 1.0
секс, @default_class, 6.88634099788e-05, 2.0, 1.0
чистый, @default_class, 0.000137726819958, 4.0, 2.0
находить, @default_class, 0.000413180445321, 12.0, 5.0
темный, @default_class, 0.00175601697993, 51.0, 12.0
пигментный, @default_class, 0.000482043862576, 14.0, 4.0
декабрь, @default_class, 0.000137726819958, 4.0, 2.0
дмаэ, @default_class, 0.000309885333991, 9.0, 3.0
документ, @default_class, 6.88634099788e-05, 2.0, 1.0
делать, @default_class, 0.00144613161683, 42.0, 16.0
тело, @default_class, 0.00402850937098, 117.0, 42.0
екатеринбург, @default_class, 6.88634099788e-05, 2.0, 1.0
нерв, @default_class, 0.000309885333991, 9.0, 3.0
дело, @default_class, 0.000378748751245, 11.0, 5.0
чистка, @default_class, 0.000378748751245, 11.0, 4.0
привычка, @default_class, 0.000275453639915, 8.0, 4.0
текстура, @default_class, 0.00020659022266, 6.0, 3.0
ухоженный, @default_class, 0.00020659022266, 6.0, 3.0
пигментация, @default_class, 0.000723065808415, 21.0, 10.0
заезжать, @default_class, 6.88634099788e-05, 2.0, 1.0
интересовать, @default_class, 6.88634099788e-05, 2.0, 1.0
хотя, @default_class, 6.88634099788e-05, 2.0, 1.0
браться, @default_class, 0.00010329511133, 3.0, 1.0
опротиветь, @default_class, 6.88634099788e-05, 2.0, 1.0
эра, @default_class, 0.00020659022266, 6.0, 3.0
то, @default_class, 0.00020659022266, 6.0, 3.0
охлаждать, @default_class, 0.00010329511133, 3.0, 1.0
автосервис, @default_class, 6.88634099788e-05, 2.0, 1.0
маша, @default_class, 6.88634099788e-05, 2.0, 1.0
бамблбить, @default_class, 0.000137726819958, 4.0, 2.0
иметься, @default_class, 0.00020659022266, 6.0, 3.0
приспособление, @default_class, 6.88634099788e-05, 2.0, 1.0
интенсивный, @default_class, 0.00123954133596, 36.0, 15.0
концентрация, @default_class, 0.00020659022266, 6.0, 3.0
попадать, @default_class, 0.000516475585755, 15.0, 6.0
перерыв, @default_class, 6.88634099788e-05, 2.0, 1.0
will, @default_class, 0.000137726819958, 4.0, 2.0
время, @default_class, 0.00392521452159, 114.0, 43.0
интегральный, @default_class, 0.000516475585755, 15.0, 6.0
восковой, @default_class, 6.88634099788e-05, 2.0, 1.0
спирулина, @default_class, 6.88634099788e-05, 2.0, 1.0
снежок, @default_class, 0.000137726819958, 4.0, 2.0
труд, @default_class, 0.000137726819958, 4.0, 2.0
baby, @default_class, 0.00020659022266, 6.0, 1.0
способствовать, @default_class, 0.00316771678627, 92.0, 40.0
уснуть, @default_class, 6.88634099788e-05, 2.0, 1.0
желание, @default_class, 0.000137726819958, 4.0, 2.0
комплексный, @default_class, 0.00020659022266, 6.0, 3.0
бесконечность, @default_class, 0.00010329511133, 3.0, 1.0
курить, @default_class, 6.88634099788e-05, 2.0, 1.0
флюид, @default_class, 0.00154942669906, 45.0, 21.0
презентация, @default_class, 0.000516475585755, 15.0, 5.0
сидеть, @default_class, 0.00010329511133, 3.0, 1.0
приталивать, @default_class, 6.88634099788e-05, 2.0, 1.0
дом, @default_class, 6.88634099788e-05, 2.0, 1.0
портить, @default_class, 6.88634099788e-05, 2.0, 1.0
увеличение, @default_class, 0.00010329511133, 3.0, 1.0
такой, @default_class, 0.00189374375623, 55.0, 22.0
инфекция, @default_class, 0.00020659022266, 6.0, 3.0
сеанс, @default_class, 0.0004476121685, 13.0, 4.0
рабочий, @default_class, 0.000172158528585, 5.0, 1.0
суахили, @default_class, 6.88634099788e-05, 2.0, 1.0
упругость, @default_class, 0.000275453639915, 8.0, 4.0
трудовой, @default_class, 6.88634099788e-05, 2.0, 1.0
эффективно, @default_class, 0.000482043862576, 14.0, 7.0
работа, @default_class, 0.00244465097785, 71.0, 18.0
научаться, @default_class, 6.88634099788e-05, 2.0, 1.0
место, @default_class, 0.00123954133596, 36.0, 11.0
повторять, @default_class, 0.00010329511133, 3.0, 1.0
тест, @default_class, 0.000137726819958, 4.0, 2.0
крыша, @default_class, 0.000137726819958, 4.0, 2.0
выбирать, @default_class, 0.00106738286559, 31.0, 12.0
пухлость, @default_class, 6.88634099788e-05, 2.0, 1.0
ровно, @default_class, 6.88634099788e-05, 2.0, 1.0
take, @default_class, 0.00020659022266, 6.0, 2.0
два, @default_class, 6.88634099788e-05, 2.0, 1.0
сам, @default_class, 0.000275453639915, 8.0, 4.0
путь, @default_class, 0.000413180445321, 12.0, 4.0
запись, @default_class, 0.00068863411434, 20.0, 8.0
сила, @default_class, 0.000275453639915, 8.0, 4.0
декорация, @default_class, 0.00020659022266, 6.0, 3.0
пить, @default_class, 6.88634099788e-05, 2.0, 1.0
инструмент, @default_class, 0.00034431705717, 10.0, 4.0
страшно, @default_class, 0.000137726819958, 4.0, 2.0
чайный, @default_class, 0.00010329511133, 3.0, 1.0
го, @default_class, 6.88634099788e-05, 2.0, 1.0
delight, @default_class, 0.00020659022266, 6.0, 3.0
повторный, @default_class, 0.00020659022266, 6.0, 3.0
жизнь, @default_class, 0.000757497502491, 22.0, 10.0
подросток, @default_class, 0.00020659022266, 6.0, 3.0
линия, @default_class, 0.0103983748704, 302.0, 137.0
послушный, @default_class, 6.88634099788e-05, 2.0, 1.0
мечтать, @default_class, 0.000137726819958, 4.0, 2.0
прямой, @default_class, 6.88634099788e-05, 2.0, 1.0
skyline, @default_class, 0.00020659022266, 6.0, 2.0
согревать, @default_class, 6.88634099788e-05, 2.0, 1.0
нарушение, @default_class, 0.000275453639915, 8.0, 4.0
складываться, @default_class, 6.88634099788e-05, 2.0, 1.0
омолаживать, @default_class, 0.00327101186849, 95.0, 43.0
ладошка, @default_class, 6.88634099788e-05, 2.0, 1.0
вегетарианский, @default_class, 0.00010329511133, 3.0, 1.0
цирк, @default_class, 0.000275453639915, 8.0, 2.0
уникальный, @default_class, 0.000619770667981, 18.0, 9.0
нужный, @default_class, 0.000791929196566, 23.0, 11.0
дождик, @default_class, 6.88634099788e-05, 2.0, 1.0
мешок, @default_class, 0.00020659022266, 6.0, 3.0
счастие, @default_class, 0.000585338973906, 17.0, 7.0
ремонт, @default_class, 6.88634099788e-05, 2.0, 1.0
дорогой, @default_class, 6.88634099788e-05, 2.0, 1.0
условие, @default_class, 0.000482043862576, 14.0, 7.0
email, @default_class, 0.000172158528585, 5.0, 1.0
чебоксары, @default_class, 6.88634099788e-05, 2.0, 1.0
ребеночек, @default_class, 0.000137726819958, 4.0, 2.0
приключение, @default_class, 6.88634099788e-05, 2.0, 1.0
дарить, @default_class, 0.000275453639915, 8.0, 4.0
расслаблять, @default_class, 0.000413180445321, 12.0, 6.0
вход, @default_class, 6.88634099788e-05, 2.0, 1.0
офис, @default_class, 0.00230692420155, 67.0, 23.0
капля, @default_class, 0.000516475585755, 15.0, 6.0
поехать, @default_class, 0.00010329511133, 3.0, 1.0
девушка, @default_class, 0.000826360890642, 24.0, 10.0
молочко, @default_class, 0.00020659022266, 6.0, 3.0
считаться, @default_class, 0.00020659022266, 6.0, 3.0
неделя, @default_class, 0.000137726819958, 4.0, 2.0
легкий, @default_class, 0.00227249250747, 66.0, 30.0
цветок, @default_class, 0.000516475585755, 15.0, 7.0
кастинг, @default_class, 0.000275453639915, 8.0, 3.0
считать, @default_class, 6.88634099788e-05, 2.0, 1.0
серия, @default_class, 0.000275453639915, 8.0, 4.0
ради, @default_class, 6.88634099788e-05, 2.0, 1.0
воронеж, @default_class, 0.00151499500498, 44.0, 20.0
либо, @default_class, 0.000482043862576, 14.0, 7.0
использовать, @default_class, 0.00127397303004, 37.0, 17.0
море, @default_class, 0.000309885333991, 9.0, 3.0
мужчина, @default_class, 0.000619770667981, 18.0, 7.0
риск, @default_class, 0.00010329511133, 3.0, 1.0
приятно, @default_class, 6.88634099788e-05, 2.0, 1.0
пара, @default_class, 0.00020659022266, 6.0, 3.0
терять, @default_class, 0.00020659022266, 6.0, 3.0
ухаживать, @default_class, 0.000413180445321, 12.0, 6.0
погибать, @default_class, 0.00020659022266, 6.0, 3.0
гора, @default_class, 6.88634099788e-05, 2.0, 1.0
просто, @default_class, 0.000826360890642, 24.0, 10.0
свежий, @default_class, 0.000413180445321, 12.0, 6.0
основа, @default_class, 0.00103295117151, 30.0, 12.0
deux, @default_class, 6.88634099788e-05, 2.0, 1.0
золотой, @default_class, 0.000482043862576, 14.0, 5.0
индийский, @default_class, 0.000309885333991, 9.0, 1.0
деньги, @default_class, 0.000275453639915, 8.0, 4.0
след, @default_class, 0.000413180445321, 12.0, 6.0
который, @default_class, 0.00609441194683, 177.0, 68.0
классический, @default_class, 0.00034431705717, 10.0, 4.0
авиадартс, @default_class, 0.000275453639915, 8.0, 4.0
организм, @default_class, 0.000723065808415, 21.0, 6.0
давать, @default_class, 0.00034431705717, 10.0, 4.0
сияние, @default_class, 0.00103295117151, 30.0, 12.0
зарабатывать, @default_class, 0.000172158528585, 5.0, 2.0
сохранять, @default_class, 0.00020659022266, 6.0, 3.0
заключать, @default_class, 6.88634099788e-05, 2.0, 1.0
лайковый, @default_class, 0.000137726819958, 4.0, 2.0
увлажнять, @default_class, 0.00754054356366, 219.0, 97.0
вид, @default_class, 0.000826360890642, 24.0, 12.0
обновление, @default_class, 0.000413180445321, 12.0, 6.0
натуральный, @default_class, 0.00172158528585, 50.0, 23.0
лагерь, @default_class, 6.88634099788e-05, 2.0, 1.0
студент, @default_class, 6.88634099788e-05, 2.0, 1.0
охранник, @default_class, 6.88634099788e-05, 2.0, 1.0
фото, @default_class, 0.00020659022266, 6.0, 3.0
ее, @default_class, 0.000378748751245, 11.0, 4.0
знать, @default_class, 0.000998519477434, 29.0, 11.0
туда, @default_class, 0.000137726819958, 4.0, 1.0
далеко, @default_class, 6.88634099788e-05, 2.0, 1.0
сюда, @default_class, 0.000137726819958, 4.0, 1.0
помещение, @default_class, 6.88634099788e-05, 2.0, 1.0
оттенок, @default_class, 0.00020659022266, 6.0, 3.0
донгор, @default_class, 0.000275453639915, 8.0, 3.0
отжим, @default_class, 6.88634099788e-05, 2.0, 1.0
концентрат, @default_class, 0.00154942669906, 45.0, 21.0
забывать, @default_class, 0.000654202362057, 19.0, 5.0
лопата, @default_class, 6.88634099788e-05, 2.0, 1.0
поэтому, @default_class, 0.00103295117151, 30.0, 12.0
ретинол, @default_class, 0.000723065808415, 21.0, 9.0
погружаться, @default_class, 0.00020659022266, 6.0, 3.0
омоложение, @default_class, 0.000619770667981, 18.0, 9.0
пятно, @default_class, 0.000516475585755, 15.0, 4.0
оно, @default_class, 0.000413180445321, 12.0, 6.0
мечта, @default_class, 6.88634099788e-05, 2.0, 1.0
аппаратный, @default_class, 0.00020659022266, 6.0, 3.0
важно, @default_class, 6.88634099788e-05, 2.0, 1.0
подготовка, @default_class, 0.00020659022266, 6.0, 3.0
кайф, @default_class, 6.88634099788e-05, 2.0, 1.0
регенерировать, @default_class, 0.00275453645736, 80.0, 34.0
среди, @default_class, 6.88634099788e-05, 2.0, 1.0
спортсмен, @default_class, 0.00020659022266, 6.0, 1.0
смешанный, @default_class, 0.000309885333991, 9.0, 3.0
удаление, @default_class, 0.000619770667981, 18.0, 8.0
эстетика, @default_class, 0.00020659022266, 6.0, 3.0
фишт, @default_class, 6.88634099788e-05, 2.0, 1.0
востребовать, @default_class, 0.000137726819958, 4.0, 2.0
отдавать, @default_class, 0.00020659022266, 6.0, 3.0
комбинированный, @default_class, 0.00020659022266, 6.0, 3.0
трансформер, @default_class, 0.000137726819958, 4.0, 2.0
понимать, @default_class, 0.000413180445321, 12.0, 3.0
мастер, @default_class, 0.000929656031076, 27.0, 11.0
вокруг, @default_class, 0.0023757875897, 69.0, 27.0
идеальный, @default_class, 0.000482043862576, 14.0, 4.0
спорт, @default_class, 0.000275453639915, 8.0, 1.0
долгий, @default_class, 0.00034431705717, 10.0, 5.0
человек, @default_class, 0.00185931206215, 54.0, 25.0
течение, @default_class, 0.000929656031076, 27.0, 12.0
защитный, @default_class, 0.000619770667981, 18.0, 9.0
приобретать, @default_class, 0.00020659022266, 6.0, 3.0
le, @default_class, 6.88634099788e-05, 2.0, 1.0
липид, @default_class, 0.000309885333991, 9.0, 3.0
заниматься, @default_class, 0.000137726819958, 4.0, 1.0
тренировка, @default_class, 0.00010329511133, 3.0, 1.0
свет, @default_class, 0.00020659022266, 6.0, 3.0
волейбол, @default_class, 6.88634099788e-05, 2.0, 1.0
вредный, @default_class, 0.00020659022266, 6.0, 3.0
up, @default_class, 0.00034431705717, 10.0, 2.0
пост, @default_class, 0.000172158528585, 5.0, 2.0
рейв, @default_class, 6.88634099788e-05, 2.0, 1.0
глина, @default_class, 0.00113624625374, 33.0, 9.0
число, @default_class, 0.00020659022266, 6.0, 3.0
боб, @default_class, 6.88634099788e-05, 2.0, 1.0
габбер, @default_class, 6.88634099788e-05, 2.0, 1.0
любить, @default_class, 0.000791929196566, 23.0, 8.0
белый, @default_class, 0.00113624625374, 33.0, 14.0
липосомированный, @default_class, 0.000309885333991, 9.0, 3.0
верить, @default_class, 0.000137726819958, 4.0, 2.0
венчание, @default_class, 0.000137726819958, 4.0, 2.0
препарат, @default_class, 0.00537134613842, 156.0, 66.0
это, @default_class, 0.00719622615725, 209.0, 79.0
serum, @default_class, 0.00020659022266, 6.0, 3.0
контур, @default_class, 0.000895224337, 26.0, 10.0
душа, @default_class, 0.000137726819958, 4.0, 2.0
узнавать, @default_class, 0.00055090727983, 16.0, 8.0
хотеть, @default_class, 0.00141169992276, 41.0, 20.0
последний, @default_class, 0.000378748751245, 11.0, 5.0
повреждение, @default_class, 0.00103295117151, 30.0, 15.0
any, @default_class, 6.88634099788e-05, 2.0, 1.0
скидка, @default_class, 0.000964087725151, 28.0, 10.0
экологичный, @default_class, 0.00020659022266, 6.0, 1.0
родные, @default_class, 6.88634099788e-05, 2.0, 1.0
гость, @default_class, 0.000137726819958, 4.0, 2.0
беречь, @default_class, 0.00010329511133, 3.0, 1.0
движение, @default_class, 0.000275453639915, 8.0, 4.0
шить, @default_class, 6.88634099788e-05, 2.0, 1.0
читать, @default_class, 0.000241021931288, 7.0, 3.0
близкий, @default_class, 0.00020659022266, 6.0, 3.0
солнце, @default_class, 0.000137726819958, 4.0, 2.0
thalasso, @default_class, 0.000413180445321, 12.0, 6.0
tratamiento, @default_class, 0.00020659022266, 6.0, 3.0
сало, @default_class, 0.000619770667981, 18.0, 9.0
пожелать, @default_class, 6.88634099788e-05, 2.0, 1.0
сообщение, @default_class, 0.000172158528585, 5.0, 2.0
живой, @default_class, 0.00020659022266, 6.0, 3.0
сертификат, @default_class, 0.000378748751245, 11.0, 5.0
восполнение, @default_class, 6.88634099788e-05, 2.0, 1.0
жизненный, @default_class, 0.000826360890642, 24.0, 12.0
ценить, @default_class, 6.88634099788e-05, 2.0, 1.0
выпадение, @default_class, 0.00123954133596, 36.0, 15.0
секреция, @default_class, 0.000619770667981, 18.0, 9.0
они, @default_class, 6.88634099788e-05, 2.0, 1.0
этичный, @default_class, 6.88634099788e-05, 2.0, 1.0
картина, @default_class, 0.00020659022266, 6.0, 2.0
воск, @default_class, 0.00034431705717, 10.0, 4.0
часто, @default_class, 0.000413180445321, 12.0, 6.0
метр, @default_class, 6.88634099788e-05, 2.0, 1.0
носить, @default_class, 0.00055090727983, 16.0, 3.0
группа, @default_class, 0.000413180445321, 12.0, 6.0
понести, @default_class, 6.88634099788e-05, 2.0, 1.0
польза, @default_class, 0.000275453639915, 8.0, 4.0
здоровье, @default_class, 0.000413180445321, 12.0, 5.0
появляться, @default_class, 0.00113624625374, 33.0, 15.0
лицо, @default_class, 0.00767827033997, 223.0, 74.0
загрязнять, @default_class, 0.000619770667981, 18.0, 9.0
пока, @default_class, 0.000516475585755, 15.0, 5.0
дочка, @default_class, 6.88634099788e-05, 2.0, 1.0
занятие, @default_class, 6.88634099788e-05, 2.0, 1.0
получаться, @default_class, 0.00034431705717, 10.0, 5.0
фактор, @default_class, 0.000826360890642, 24.0, 12.0
розыгрыш, @default_class, 0.00020659022266, 6.0, 3.0
малыш, @default_class, 0.000137726819958, 4.0, 2.0
журавлик, @default_class, 0.000172158528585, 5.0, 1.0
май, @default_class, 6.88634099788e-05, 2.0, 1.0
планшет, @default_class, 6.88634099788e-05, 2.0, 1.0
отбеливающий, @default_class, 0.000619770667981, 18.0, 9.0
корректировать, @default_class, 0.000275453639915, 8.0, 4.0
дерматит, @default_class, 0.00020659022266, 6.0, 3.0
улучшать, @default_class, 0.00151499500498, 44.0, 22.0
рубль, @default_class, 0.00165272178128, 48.0, 17.0
минеральный, @default_class, 0.000826360890642, 24.0, 9.0
часть, @default_class, 0.000137726819958, 4.0, 2.0
lightroom, @default_class, 6.88634099788e-05, 2.0, 1.0
подарок, @default_class, 0.00272010476328, 79.0, 34.0
алгоритм, @default_class, 0.000137726819958, 4.0, 2.0
heliocare, @default_class, 0.00154942669906, 45.0, 18.0
открытка, @default_class, 0.00227249250747, 66.0, 33.0
программа, @default_class, 0.000585338973906, 17.0, 6.0
пускай, @default_class, 6.88634099788e-05, 2.0, 1.0
сосед, @default_class, 0.000137726819958, 4.0, 2.0
ботокс, @default_class, 0.000413180445321, 12.0, 3.0
scream, @default_class, 6.88634099788e-05, 2.0, 1.0
именно, @default_class, 0.00110181455966, 32.0, 16.0
гулять, @default_class, 0.000137726819958, 4.0, 2.0
предотвращать, @default_class, 0.000826360890642, 24.0, 12.0
привет, @default_class, 0.00110181455966, 32.0, 16.0
неизвестно, @default_class, 6.88634099788e-05, 2.0, 1.0
hygroplex, @default_class, 0.00020659022266, 6.0, 3.0
целлюлит, @default_class, 0.000826360890642, 24.0, 9.0
возраст, @default_class, 0.00103295117151, 30.0, 9.0
выставка, @default_class, 0.000929656031076, 27.0, 10.0
лотан, @default_class, 0.00020659022266, 6.0, 3.0
idi, @default_class, 6.88634099788e-05, 2.0, 1.0
сок, @default_class, 0.000275453639915, 8.0, 4.0
окрашивание, @default_class, 0.00020659022266, 6.0, 2.0
пробираться, @default_class, 6.88634099788e-05, 2.0, 1.0
